aX,aY,aZ,gX,gY,gZ,
-0.788,0.356,0.497,33.508,22.4,1.526,
-0.786,0.375,0.509,36.011,22.766,1.343,
-0.797,0.388,0.525,42.175,23.254,1.648,
-0.797,0.396,0.547,48.34,24.17,2.075,
-0.795,0.375,0.572,50.049,23.987,3.296,
-0.792,0.324,0.61,52.185,23.743,4.761,
-0.797,0.288,0.616,52.673,22.4,5.066,
-0.798,0.278,0.594,53.589,20.264,4.15,
-0.813,0.281,0.582,50.171,18.188,2.991,
-0.829,0.295,0.567,45.349,16.418,2.075,
-0.83,0.282,0.57,38.757,15.32,1.343,
-0.815,0.277,0.595,24.597,14.221,0.732,
-0.797,0.286,0.617,4.517,12.024,0.244,
-0.727,0.198,0.558,-12.268,9.338,0.488,
-0.78,0.229,0.617,-40.588,4.761,0,
-0.799,0.254,0.667,-35.767,4.7,-2.93,
-0.787,0.309,0.647,-20.081,5.127,-5.554,
-0.796,0.329,0.627,-15.076,3.174,-6.226,
-0.803,0.351,0.599,-16.296,0.488,-6.348,
-0.809,0.378,0.597,-17.09,-1.648,-6.653,
-0.812,0.399,0.577,-16.052,-2.441,-6.592,
-0.804,0.411,0.548,-17.944,-3.235,-6.042,
-0.796,0.428,0.53,-23.56,-4.089,-5.066,
-0.793,0.418,0.506,-26.611,-4.944,-3.235,
-0.779,0.407,0.478,-26.062,-5.493,-1.831,
-0.776,0.439,0.456,-26.245,-5.554,-1.709,
-0.779,0.49,0.463,-25.513,-4.822,-0.977,
-0.772,0.509,0.466,-26.184,-4.15,0.732,
-0.766,0.497,0.464,-29.297,-4.333,3.113,
-0.77,0.487,0.469,-31.555,-4.639,4.7,
-0.778,0.48,0.481,-29.907,-4.028,5.859,
-0.78,0.482,0.49,-25.818,-3.296,6.104,
-0.778,0.498,0.495,-24.17,-3.113,6.653,
-0.784,0.513,0.482,-22.827,-3.723,7.08,
-0.794,0.531,0.477,-22.888,-4.089,7.935,
-0.795,0.528,0.465,-24.048,-4.456,9.033,
-0.81,0.559,0.46,-26.184,-4.517,9.827,
-0.822,0.588,0.446,-27.283,-4.089,10.62,
-0.823,0.589,0.425,-27.893,-3.601,12.451,
-0.831,0.605,0.418,-31.311,-3.052,14.221,
-0.812,0.631,0.441,-34.79,-1.587,15.93,
-0.788,0.646,0.459,-36.682,-0.732,18.372,
-0.776,0.624,0.444,-36.255,-0.305,21.484,
-0.767,0.588,0.418,-33.203,0.183,23.804,
-0.745,0.571,0.415,-28.687,1.587,25.085,
-0.732,0.537,0.447,-23.437,4.028,26.611,
-0.711,0.508,0.488,-18.005,6.714,27.771,
-0.701,0.471,0.521,-12.573,7.874,28.32,
-0.68,0.424,0.545,-8.484,7.751,28.87,
-0.669,0.378,0.546,-5.92,5.737,28.564,
-0.668,0.344,0.548,-5.493,3.723,27.588,
-0.653,0.311,0.584,-8.057,2.014,26.489,
-0.643,0.269,0.621,-12.756,-0.061,25.574,
-0.64,0.239,0.655,-15.93,-2.808,23.926,
-0.651,0.243,0.694,-17.029,-5.554,21.423,
-0.623,0.266,0.687,-16.113,-9.399,19.043,
-0.647,0.259,0.638,-14.099,-14.404,17.456,
-0.66,0.281,0.588,-14.587,-19.348,15.747,
-0.679,0.289,0.543,-13.672,-22.949,14.648,
-0.69,0.284,0.502,-12.451,-25.208,14.038,
-0.703,0.283,0.463,-13.062,-26.855,13.184,
-0.716,0.265,0.397,-11.902,-27.954,12.512,
-0.729,0.282,0.329,-9.399,-28.503,11.597,
-0.741,0.279,0.279,-9.399,-28.076,10.986,
-0.752,0.268,0.244,-9.827,-26.489,10.437,
-0.745,0.26,0.229,-10.498,-23.926,9.827,
-0.749,0.234,0.188,-8.972,-21.301,8.911,
-0.746,0.215,0.153,-7.08,-18.188,7.385,
-0.735,0.216,0.137,-7.568,-14.526,5.493,
-0.719,0.223,0.139,-10.803,-10.62,3.662,
-0.707,0.235,0.133,-15.564,-7.019,1.953,
-0.685,0.239,0.131,-21.423,-4.028,0.671,
-0.691,0.248,0.182,-27.527,-0.549,-0.488,
-0.669,0.289,0.275,-34.912,3.235,-1.526,
-0.681,0.3,0.348,-39.49,5.249,-1.526,
-0.679,0.318,0.392,-40.833,4.761,-1.343,
-0.695,0.352,0.391,-40.771,2.502,-1.282,
-0.71,0.4,0.404,-39.795,0,-0.427,
-0.741,0.418,0.382,-34.18,-1.953,1.038,
-0.74,0.374,0.303,-27.893,-3.723,3.357,
-0.762,0.316,0.233,-30.884,-5.371,4.944,
-0.766,0.202,0.159,-38.94,-6.165,6.287,
-0.772,0.109,0.102,-50.049,-5.676,5.188,
-0.773,0.085,0.055,-62.561,-4.028,1.953,
-0.785,0.118,0.05,-64.636,-0.366,-3.479,
-0.789,0.179,0.054,-53.467,5.798,-7.935,
-0.766,0.249,-0.001,-36.621,10.742,-12.756,
-0.764,0.364,-0.052,-23.01,15.137,-16.907,
-0.753,0.46,-0.115,-17.395,19.47,-18.86,
-0.757,0.528,-0.196,-17.212,24.17,-18.677,
-0.751,0.593,-0.268,-25.208,29.541,-17.7,
-0.735,0.621,-0.326,-34.241,36.621,-15.442,
-0.734,0.616,-0.344,-38.574,45.898,-12.39,
-0.707,0.625,-0.266,-37.415,57.861,-10.315,
-0.677,0.605,-0.165,-26.794,70.862,-8.118,
-0.643,0.603,-0.063,-17.7,81.238,-6.714,
-0.614,0.561,0.021,-12.756,89.172,-5.676,
-0.584,0.493,0.118,-12.146,94.604,-3.723,
-0.54,0.409,0.263,-12.329,99.121,-2.563,
-0.516,0.327,0.327,-12.39,100.586,-2.869,
-0.491,0.247,0.323,-10.376,99.731,-4.272,
-0.471,0.123,0.319,-19.592,98.816,-6.531,
-0.495,0.247,0.322,-33.508,97.839,-13.184,
-0.497,0.406,0.438,-36.682,101.318,-17.456,
-0.461,0.502,0.547,-36.682,105.896,-19.775,
-0.48,0.547,0.587,-33.325,105.164,-18.982,
-0.476,0.585,0.64,-25.33,104.553,-17.395,
-0.47,0.526,0.67,-13.977,103.943,-14.648,
-0.455,0.464,0.681,-11.902,101.318,-12.695,
-0.438,0.39,0.671,-11.902,98.389,-12.024,
-0.443,0.296,0.592,-7.996,95.642,-12.085,
-0.438,0.248,0.581,-4.578,95.276,-14.16,
-0.415,0.246,0.645,-3.906,98.267,-17.761,
-0.424,0.262,0.683,-5.188,99.609,-21.667,
-0.417,0.362,0.766,-13,99.06,-26.123,
-0.402,0.457,0.835,-20.203,97.9,-28.748,
-0.414,0.522,0.849,-23.254,93.811,-29.297,
-0.434,0.578,0.85,-22.827,89.111,-28.564,
-0.457,0.603,0.904,-18.127,86.365,-26.855,
-0.468,0.675,1.036,-10.01,86.121,-25.513,
-0.453,0.733,1.198,-0.366,85.51,-23.743,
-0.438,0.709,1.319,8.24,80.933,-19.958,
-0.436,0.657,1.378,11.23,71.594,-16.296,
-0.438,0.623,1.403,7.751,59.814,-13.794,
-0.437,0.603,1.411,3.052,48.218,-11.78,
-0.432,0.591,1.392,0.061,38.208,-10.742,
-0.418,0.57,1.331,0,29.358,-9.949,
-0.422,0.557,1.26,0.916,21.362,-9.766,
-0.416,0.585,1.226,0.488,15.137,-10.376,
-0.417,0.597,1.177,-0.122,9.705,-10.437,
-0.428,0.595,1.1,-0.244,3.418,-10.01,
-0.429,0.607,1.041,0.305,-0.732,-9.766,
-0.426,0.617,0.998,0.488,-3.174,-9.338,
-0.426,0.583,0.947,3.235,-5.737,-8.057,
-0.433,0.524,0.915,6.653,-7.568,-7.507,
-0.414,0.485,0.887,7.69,-8.057,-7.629,
-0.426,0.445,0.849,7.629,-9.277,-7.629,
-0.431,0.414,0.834,7.751,-10.681,-7.996,
-0.432,0.407,0.817,7.629,-11.841,-9.155,
-0.432,0.407,0.8,7.507,-12.695,-10.254,
-0.428,0.419,0.792,7.874,-13.367,-11.536,
-0.414,0.434,0.764,9.277,-14.404,-12.634,
-0.412,0.415,0.765,9.033,-15.198,-13.123,
-0.393,0.356,0.779,7.263,-16.113,-13.672,
-0.373,0.288,0.796,4.15,-17.029,-15.015,
-0.342,0.243,0.8,-0.793,-19.104,-18.066,
-0.333,0.253,0.788,-6.409,-21.667,-22.339,
-0.325,0.241,0.769,-11.841,-23.804,-25.452,
-0.317,0.217,0.766,-14.709,-25.879,-28.931,
-0.305,0.212,0.771,-20.752,-27.039,-32.776,
-0.374,0.234,0.712,-18.433,-28.503,-37.476,
-0.357,0.215,0.784,-9.216,-26.428,-40.344,
-0.328,0.229,0.798,-11.23,-25.391,-44.983,
-0.313,0.231,0.77,-11.597,-27.588,-48.279,
-0.294,0.196,0.765,-11.963,-29.663,-51.636,
-0.301,0.171,0.758,-12.268,-31.25,-55.542,
-0.316,0.229,0.766,-9.583,-32.288,-61.035,
-0.294,0.325,0.794,-6.348,-31.494,-66.345,
-0.294,0.424,0.767,-4.517,-32.532,-70.007,
-0.295,0.525,0.762,-2.319,-34.607,-72.083,
-0.302,0.629,0.729,2.258,-36.133,-73.303,
-0.312,0.741,0.659,8.301,-38.391,-73.608,
-0.328,0.841,0.563,12.329,-39.368,-72.144,
-0.329,0.901,0.477,13.062,-39.49,-69.031,
-0.352,0.931,0.386,12.451,-38.269,-64.941,
-0.369,0.967,0.336,10.559,-35.645,-61.157,
-0.396,0.995,0.272,11.047,-31.25,-57.129,
-0.401,1.021,0.26,10.62,-26.123,-52.856,
-0.417,1.03,0.277,5.798,-20.447,-47.913,
-0.434,1.026,0.278,6.531,-15.442,-42.847,
-0.45,1.039,0.321,6.714,-11.108,-38.208,
-0.442,1.047,0.379,5.432,-7.08,-33.447,
-0.427,1.032,0.413,6.592,-4.456,-28.076,
-0.428,0.975,0.422,9.277,-3.296,-22.644,
-0.433,0.91,0.465,8.667,-2.441,-18.066,
-0.412,0.856,0.51,7.751,-1.099,-14.832,
-0.397,0.817,0.524,6.226,-0.977,-12.695,
-0.389,0.782,0.528,5.31,-1.16,-10.986,
-0.396,0.769,0.543,3.479,-1.404,-9.766,
-0.397,0.767,0.549,2.38,-1.038,-8.911,
-0.405,0.77,0.543,5.493,-0.854,-7.996,
-0.411,0.805,0.542,7.996,-0.488,-7.446,
-0.403,0.827,0.532,10.986,0.427,-6.47,
-0.413,0.818,0.501,12.329,0.427,-4.7,
-0.426,0.835,0.5,11.292,0.854,-2.991,
-0.434,0.886,0.524,7.446,2.686,-1.587,
-0.432,0.944,0.553,4.761,4.822,0.732,
-0.432,0.995,0.573,4.456,6.104,4.089,
-0.429,1.024,0.625,4.761,6.47,8.545,
-0.421,1.042,0.69,4.883,7.019,13.55,
-0.407,1.026,0.734,7.446,6.653,18.188,
-0.409,1.017,0.76,9.46,4.639,22.644,
-0.421,1.061,0.799,8.911,2.136,26.123,
-0.413,1.088,0.878,9.277,0.671,30.029,
-0.407,1.125,0.919,9.949,-1.587,34.607,
-0.401,1.173,0.955,8.911,-5.249,39.612,
-0.402,1.183,0.979,10.498,-9.338,45.654,
-0.397,1.205,0.986,11.475,-13.855,51.941,
-0.393,1.143,1.019,13.916,-18.188,59.082,
-0.373,1.062,1.045,15.259,-21.973,66.406,
-0.369,0.98,1.034,16.357,-27.222,71.289,
-0.37,0.912,1.014,17.517,-33.203,75.745,
-0.363,0.847,0.998,18.25,-38.147,79.224,
-0.355,0.738,0.959,19.348,-42.664,82.52,
-0.346,0.628,0.923,17.944,-47.302,84.534,
-0.326,0.524,0.877,15.442,-51.514,84.961,
-0.331,0.442,0.818,11.963,-55.237,83.984,
-0.346,0.355,0.774,8.423,-57.983,82.214,
-0.354,0.296,0.74,5.188,-59.326,79.224,
-0.363,0.274,0.697,5.249,-60.059,75.256,
-0.359,0.271,0.651,5.249,-60.608,71.106,
-0.387,0.232,0.563,4.883,-61.462,67.871,
-0.416,0.191,0.479,4.578,-61.829,64.697,
-0.433,0.136,0.418,2.686,-60.12,61.096,
-0.458,0.088,0.382,-0.977,-57.129,56.763,
-0.475,0.07,0.349,-4.211,-53.406,51.697,
-0.495,0.066,0.305,-5.981,-49.622,46.204,
-0.519,0.087,0.266,-7.996,-45.959,40.894,
-0.534,0.137,0.25,-10.62,-41.565,35.889,
-0.556,0.204,0.251,-12.512,-36.499,31.799,
-0.563,0.245,0.234,-11.169,-32.043,28.87,
-0.584,0.289,0.228,-10.071,-27.588,27.222,
-0.585,0.303,0.239,-9.521,-23.01,26.184,
-0.59,0.276,0.26,-8.545,-18.433,26.062,
-0.584,0.251,0.292,-7.507,-14.404,25.391,
-0.579,0.206,0.324,-5.432,-11.108,24.231,
-0.586,0.155,0.334,-2.808,-9.033,22.217,
-0.582,0.127,0.365,-2.563,-7.141,19.348,
-0.592,0.109,0.38,-3.54,-5.615,15.808,
-0.601,0.134,0.412,-5.127,-4.333,11.536,
-0.599,0.183,0.435,-7.568,-3.235,7.385,
-0.61,0.226,0.428,-8.179,-3.052,4.211,
-0.622,0.276,0.42,-8.301,-2.808,1.587,
-0.631,0.344,0.428,-9.094,-2.014,-0.671,
-0.639,0.397,0.435,-9.521,-0.854,-1.831,
-0.646,0.429,0.437,-8.667,0.366,-1.892,
-0.648,0.44,0.437,-7.08,1.404,-1.16,
-0.649,0.443,0.451,-6.165,2.319,-0.671,
-0.648,0.443,0.472,-6.409,3.296,-0.061,
-0.651,0.426,0.472,-5.249,3.784,0.305,
-0.65,0.422,0.475,-3.784,4.028,0.061,
-0.643,0.418,0.483,-3.784,4.272,-0.244,
-0.643,0.404,0.473,-4.333,4.272,-0.427,
-0.647,0.405,0.465,-5.249,3.967,-1.465,
-0.65,0.42,0.453,-6.958,4.028,-2.869,
-0.656,0.445,0.436,-8.301,4.211,-3.906,
-0.658,0.478,0.42,-8.667,4.7,-4.7,
-0.666,0.509,0.395,-8.362,5.005,-5.066,
-0.662,0.538,0.371,-8.545,5.798,-4.7,
-0.664,0.551,0.332,-8.789,6.836,-3.906,
-0.667,0.562,0.288,-9.216,8.301,-2.808,
-0.663,0.563,0.251,-10.498,10.376,-1.648,
-0.66,0.564,0.219,-11.597,13,-0.427,
-0.656,0.568,0.193,-12.268,16.541,0.671,
-0.647,0.57,0.166,-12.573,20.264,1.709,
-0.64,0.58,0.136,-12.939,24.048,2.686,
-0.628,0.578,0.109,-13.733,28.442,3.845,
-0.625,0.579,0.075,-15.625,32.776,5.127,
-0.612,0.586,0.047,-18.25,37.72,6.165,
-0.607,0.589,0.014,-20.508,42.969,6.836,
-0.6,0.583,-0.004,-22.339,48.95,7.996,
-0.586,0.576,0.023,-24.17,56.152,8.85,
-0.56,0.558,0.085,-24.292,63.782,9.521,
-0.526,0.543,0.153,-23.132,70.435,9.827,
-0.507,0.53,0.198,-21.179,75.256,9.766,
-0.489,0.523,0.235,-17.7,79.041,9.827,
-0.473,0.518,0.263,-13.672,82.458,9.888,
-0.471,0.498,0.274,-10.559,85.022,9.949,
-0.462,0.505,0.309,-11.169,88.013,9.827,
-0.44,0.521,0.359,-13.184,91.675,9.521,
-0.431,0.522,0.397,-13.916,94.604,10.01,
-0.426,0.511,0.453,-15.869,96.741,10.559,
-0.418,0.516,0.549,-16.174,99.487,10.925,
-0.398,0.513,0.658,-11.536,101.99,11.047,
-0.388,0.484,0.773,-4.333,102.905,11.902,
-0.374,0.435,0.876,2.075,102.173,12.573,
-0.354,0.407,0.971,7.019,99.426,12.39,
-0.348,0.377,1.03,12.024,94.788,11.78,
-0.351,0.351,1.072,14.16,89.539,10.803,
-0.345,0.339,1.129,9.705,84.167,9.338,
-0.341,0.326,1.159,4.883,77.698,7.751,
-0.358,0.32,1.167,0.977,70.984,5.859,
-0.359,0.348,1.185,-2.136,64.697,3.54,
-0.359,0.398,1.223,-6.775,59.143,1.404,
-0.364,0.422,1.233,-7.935,52.795,0.061,
-0.371,0.441,1.223,-6.104,46.265,-0.793,
-0.383,0.454,1.211,-3.662,40.161,-1.221,
-0.385,0.461,1.194,-0.366,34.485,-1.709,
-0.388,0.453,1.181,0.122,29.358,-1.892,
-0.384,0.444,1.154,-1.221,24.048,-2.014,
-0.387,0.45,1.132,-4.7,18.799,-2.686,
-0.394,0.465,1.097,-7.874,13.611,-3.357,
-0.395,0.484,1.059,-9.888,9.277,-3.662,
-0.4,0.497,1.009,-10.803,5.615,-3.723,
-0.399,0.504,0.987,-11.597,2.93,-3.296,
-0.392,0.503,0.968,-12.39,1.221,-2.93,
-0.388,0.5,0.958,-12.268,-0.183,-2.808,
-0.388,0.477,0.95,-9.705,-1.709,-2.563,
-0.391,0.48,0.953,-7.507,-3.113,-2.747,
-0.392,0.462,0.935,-4.028,-4.456,-3.296,
-0.381,0.466,0.926,-1.831,-5.676,-4.089,
-0.387,0.467,0.901,-0.977,-7.69,-4.578,
-0.393,0.464,0.885,-1.709,-9.338,-4.883,
-0.385,0.478,0.88,-4.272,-10.925,-5.066,
-0.388,0.486,0.861,-5.188,-12.634,-5.066,
-0.387,0.493,0.841,-5.249,-14.099,-5.066,
-0.394,0.484,0.805,-4.15,-15.442,-5.066,
-0.391,0.461,0.797,-3.662,-15.686,-4.7,
-0.385,0.444,0.792,-3.418,-15.686,-4.822,
-0.382,0.425,0.787,-2.075,-16.235,-5.005,
-0.377,0.413,0.776,-0.916,-17.029,-5.615,
-0.381,0.402,0.761,-0.244,-17.761,-6.287,
-0.382,0.402,0.747,-0.305,-18.188,-6.958,
-0.383,0.398,0.73,-0.183,-18.433,-7.751,
-0.38,0.39,0.721,0.183,-18.25,-8.972,
-0.377,0.371,0.709,0.488,-18.066,-9.766,
-0.372,0.337,0.708,0.427,-17.944,-10.681,
-0.365,0.31,0.705,-0.305,-17.7,-12.024,
-0.358,0.285,0.709,-0.793,-17.578,-13.916,
-0.347,0.27,0.71,-2.075,-17.578,-16.418,
-0.345,0.255,0.711,-3.479,-17.517,-19.104,
-0.342,0.259,0.719,-4.456,-17.395,-21.973,
-0.335,0.256,0.735,-5.127,-17.151,-24.597,
-0.33,0.25,0.75,-3.723,-16.907,-27.344,
-0.321,0.239,0.759,-1.831,-17.029,-30.09,
-0.311,0.204,0.781,-1.343,-17.334,-32.715,
-0.304,0.177,0.804,-2.075,-17.883,-36.011,
-0.292,0.167,0.816,-2.869,-19.531,-39.978,
-0.288,0.159,0.811,-3.052,-21.484,-44.495,
-0.285,0.18,0.797,-1.892,-23.56,-49.255,
-0.276,0.224,0.774,-0.671,-25.269,-54.199,
-0.276,0.281,0.744,0.61,-26.489,-58.594,
-0.28,0.344,0.708,1.221,-27.344,-62.256,
-0.289,0.418,0.669,1.343,-28.015,-65.369,
-0.295,0.488,0.633,1.16,-28.076,-67.2,
-0.293,0.522,0.596,1.099,-27.771,-67.749,
-0.292,0.516,0.564,0.549,-26.978,-67.2,
-0.304,0.516,0.523,2.014,-26.184,-67.505,
-0.318,0.536,0.505,3.784,-24.414,-68.481,
-0.322,0.603,0.503,4.333,-21.79,-69.824,
-0.324,0.679,0.501,4.517,-19.043,-70.374,
-0.332,0.766,0.502,4.333,-17.09,-69.946,
-0.34,0.848,0.508,4.028,-15.259,-67.688,
-0.348,0.912,0.512,5.005,-13.245,-64.819,
-0.362,0.963,0.526,6.104,-11.658,-60.852,
-0.376,1.004,0.547,7.568,-9.949,-56.458,
-0.383,1.032,0.569,8.118,-8.667,-51.575,
-0.388,1.038,0.589,8.362,-7.996,-46.143,
-0.386,1.012,0.614,8.423,-7.69,-40.466,
-0.382,0.978,0.641,9.094,-7.69,-35.4,
-0.379,0.956,0.649,9.521,-7.996,-31.494,
-0.377,0.949,0.648,9.338,-9.094,-28.076,
-0.367,0.954,0.647,8.301,-9.827,-25.085,
-0.357,0.946,0.647,6.531,-10.132,-21.667,
-0.356,0.894,0.631,5.493,-10.864,-17.822,
-0.355,0.858,0.634,4.15,-11.108,-15.259,
-0.354,0.839,0.629,3.174,-10.986,-13.733,
-0.358,0.828,0.615,2.808,-10.864,-12.268,
-0.36,0.819,0.606,2.319,-10.864,-10.986,
-0.369,0.818,0.596,2.258,-10.437,-9.521,
-0.376,0.816,0.582,2.747,-9.888,-7.935,
-0.379,0.828,0.579,2.991,-9.155,-6.775,
-0.379,0.837,0.582,2.563,-8.057,-5.554,
-0.377,0.831,0.595,2.441,-7.08,-3.479,
-0.376,0.819,0.599,3.54,-6.47,-1.282,
-0.372,0.79,0.602,4.822,-6.226,0.793,
-0.367,0.772,0.61,3.845,-5.981,2.625,
-0.36,0.75,0.605,2.38,-6.104,3.967,
-0.362,0.737,0.597,1.343,-6.287,5.127,
-0.365,0.74,0.59,0.977,-6.104,5.798,
-0.37,0.761,0.592,1.526,-5.249,6.348,
-0.372,0.785,0.592,2.808,-4.456,7.385,
-0.384,0.806,0.586,4.639,-3.906,9.155,
-0.399,0.857,0.594,6.531,-3.357,10.62,
-0.401,0.919,0.618,7.812,-2.258,12.756,
-0.401,0.974,0.632,9.583,-1.648,16.113,
-0.4,1.024,0.643,12.024,-1.648,20.203,
-0.398,1.049,0.653,14.343,-1.831,25.33,
-0.396,1.05,0.656,15.259,-2.38,30.945,
-0.392,1.037,0.669,15.259,-2.747,36.438,
-0.387,1.019,0.675,14.404,-3.113,41.87,
-0.385,1.002,0.695,12.329,-3.54,46.814,
-0.383,0.982,0.722,10.559,-3.845,51.575,
-0.376,0.963,0.762,9.033,-4.272,56.152,
-0.365,0.938,0.797,8.24,-4.944,60.303,
-0.359,0.882,0.821,8.24,-6.531,64.27,
-0.36,0.807,0.838,8.423,-8.728,67.871,
-0.363,0.768,0.871,7.263,-10.864,69.702,
-0.356,0.742,0.904,5.981,-12.878,70.862,
-0.358,0.707,0.912,5.127,-15.747,72.388,
-0.365,0.67,0.921,3.845,-19.226,73.181,
-0.367,0.647,0.933,2.441,-22.644,73.669,
-0.36,0.606,0.93,2.197,-26.062,74.646,
-0.358,0.525,0.925,1.221,-29.785,75.562,
-0.358,0.438,0.9,0.488,-33.508,75.806,
-0.359,0.375,0.874,-0.977,-37.048,74.28,
-0.371,0.322,0.822,-1.892,-40.344,72.021,
-0.388,0.283,0.775,-2.014,-42.664,69.458,
-0.396,0.263,0.734,-2.93,-43.945,66.284,
-0.408,0.252,0.691,-2.686,-44.922,63.232,
-0.414,0.239,0.645,-2.258,-45.044,60.12,
-0.424,0.23,0.599,-2.136,-44.983,56.946,
-0.432,0.23,0.563,-2.991,-44.25,53.772,
-0.46,0.216,0.517,-4.395,-43.091,50.964,
-0.48,0.219,0.501,-7.874,-41.626,48.157,
-0.484,0.221,0.488,-10.376,-39.368,45.288,
-0.503,0.217,0.462,-10.803,-37.537,42.847,
-0.507,0.212,0.45,-10.62,-35.461,40.649,
-0.526,0.217,0.445,-9.338,-33.02,38.208,
-0.535,0.238,0.443,-7.69,-30.396,35.583,
-0.54,0.235,0.435,-6.348,-27.954,33.752,
-0.545,0.213,0.418,-4.761,-26.062,32.043,
-0.553,0.189,0.423,-3.479,-23.682,30.334,
-0.558,0.155,0.433,-2.258,-21.057,28.259,
-0.565,0.137,0.436,-0.61,-18.738,25.146,
-0.567,0.134,0.446,-1.221,-16.663,21.729,
-0.572,0.147,0.445,-3.235,-15.442,18.372,
-0.58,0.177,0.444,-4.639,-14.221,15.015,
-0.59,0.204,0.443,-5.493,-12.939,12.268,
-0.599,0.226,0.437,-5.005,-11.658,10.071,
-0.605,0.255,0.429,-4.517,-10.254,7.751,
-0.61,0.289,0.438,-4.7,-8.728,6.165,
-0.607,0.305,0.445,-4.7,-7.324,5.066,
-0.608,0.297,0.453,-3.479,-6.226,4.456,
-0.609,0.294,0.459,-2.136,-5.31,3.479,
-0.608,0.298,0.468,-1.526,-4.456,2.319,
-0.601,0.307,0.48,-1.831,-3.967,0.793,
-0.602,0.325,0.475,-2.38,-3.784,-0.854,
-0.609,0.355,0.468,-3.113,-3.967,-2.38,
-0.616,0.385,0.47,-4.517,-3.54,-3.479,
-0.625,0.404,0.465,-5.615,-2.869,-3.784,
-0.635,0.425,0.455,-6.042,-2.075,-3.662,
-0.644,0.433,0.454,-6.409,-0.854,-3.235,
-0.643,0.418,0.464,-6.104,0.732,-2.197,
-0.647,0.393,0.459,-4.761,2.075,-1.404,
-0.643,0.368,0.449,-3.174,3.052,-1.099,
-0.645,0.344,0.454,-3.052,4.517,-1.16,
-0.638,0.323,0.468,-3.662,6.348,-1.831,
-0.634,0.312,0.468,-3.479,7.812,-2.991,
-0.632,0.311,0.459,-3.113,8.606,-4.578,
-0.631,0.312,0.454,-3.174,9.216,-5.798,
-0.621,0.317,0.454,-3.784,10.437,-6.897,
-0.614,0.322,0.442,-3.723,11.719,-8.24,
-0.608,0.337,0.42,-3.357,12.512,-9.949,
-0.607,0.357,0.393,-2.808,13.733,-11.597,
-0.604,0.384,0.37,-2.991,15.259,-13.062,
-0.6,0.423,0.349,-3.418,17.456,-14.282,
-0.595,0.453,0.32,-3.601,20.203,-15.076,
-0.599,0.477,0.284,-3.906,22.827,-15.076,
-0.599,0.496,0.258,-4.578,26.062,-14.709,
-0.596,0.516,0.243,-4.822,30.029,-14.282,
-0.587,0.55,0.237,-4.761,34.241,-13.733,
-0.582,0.584,0.228,-4.456,38.513,-12.939,
-0.573,0.623,0.215,-4.211,42.664,-11.658,
-0.565,0.644,0.188,-3.418,46.692,-9.277,
-0.563,0.665,0.163,-4.15,51.27,-7.141,
-0.559,0.681,0.167,-5.981,56.763,-5.249,
-0.55,0.682,0.202,-7.751,63.11,-2.319,
-0.524,0.662,0.276,-8.667,70.068,0.793,
-0.503,0.623,0.354,-9.033,75.806,3.54,
-0.482,0.589,0.423,-9.277,79.346,5.798,
-0.463,0.553,0.487,-9.033,81.726,7.202,
-0.445,0.525,0.541,-8.972,82.886,7.935,
-0.43,0.503,0.592,-9.277,83.435,8.362,
-0.422,0.474,0.63,-8.545,83.557,8.423,
-0.414,0.431,0.689,-8.301,83.618,8.545,
-0.397,0.398,0.777,-10.071,83.679,7.812,
-0.38,0.386,0.874,-11.475,82.825,5.92,
-0.377,0.378,0.937,-11.78,80.078,3.967,
-0.378,0.382,0.997,-12.634,75.623,1.709,
-0.388,0.417,1.039,-14.954,70.496,-0.488,
-0.386,0.455,1.093,-14.526,65.247,-2.441,
-0.387,0.493,1.116,-12.085,60.303,-3.479,
-0.383,0.5,1.127,-7.507,54.321,-3.662,
-0.388,0.494,1.119,-3.296,48.462,-3.235,
-0.39,0.487,1.104,-1.343,42.786,-3.052,
-0.392,0.488,1.087,-3.235,37.415,-3.174,
-0.392,0.505,1.068,-7.385,32.349,-3.357,
-0.403,0.533,1.047,-10.681,27.893,-3.418,
-0.4,0.547,1.042,-11.597,24.109,-3.052,
-0.402,0.551,1.035,-10.62,20.874,-2.075,
-0.399,0.539,1.025,-8.911,17.456,-1.099,
-0.397,0.527,1.009,-8.423,14.16,-0.366,
-0.401,0.517,0.985,-8.85,10.62,0.183,
-0.402,0.514,0.956,-9.155,7.751,0.244,
-0.397,0.501,0.935,-8.972,5.737,0.732,
-0.399,0.488,0.911,-8.301,4.089,1.038,
-0.394,0.481,0.886,-5.92,2.625,0.671,
-0.395,0.471,0.865,-4.456,1.526,0.427,
-0.393,0.457,0.845,-4.456,0.854,0.366,
-0.392,0.449,0.846,-5.432,0.427,-0.061,
-0.386,0.439,0.844,-6.897,-0.183,-0.549,
-0.385,0.435,0.838,-7.385,-0.916,-1.282,
-0.383,0.429,0.825,-6.531,-1.77,-2.136,
-0.387,0.426,0.814,-6.165,-2.686,-2.808,
-0.388,0.434,0.811,-6.409,-3.357,-3.418,
-0.389,0.442,0.805,-6.348,-3.662,-4.15,
-0.391,0.439,0.787,-5.005,-4.333,-4.761,
-0.39,0.431,0.796,-5.31,-4.578,-5.066,
-0.383,0.418,0.802,-5.371,-4.639,-5.432,
-0.373,0.39,0.813,-4.7,-5.066,-5.798,
-0.369,0.356,0.834,-4.639,-5.554,-6.104,
